date,state,district,type,beds
1/1/2022,Sabah,Kudat,special_medical_institution,0
1/1/2015,Sabah,Kunak,all,48
1/1/2016,Sabah,Kunak,all,48
1/1/2017,Sabah,Kunak,all,48
1/1/2018,Sabah,Kunak,all,48
1/1/2019,Sabah,Kunak,all,48
1/1/2020,Sabah,Kunak,all,48
1/1/2021,Sabah,Kunak,all,48
1/1/2022,Sabah,Kunak,all,48
1/1/2015,Sabah,Kunak,hospital_moh,48
1/1/2016,Sabah,Kunak,hospital_moh,48
1/1/2017,Sabah,Kunak,hospital_moh,48
1/1/2018,Sabah,Kunak,hospital_moh,48
1/1/2019,Sabah,Kunak,hospital_moh,48
1/1/2020,Sabah,Kunak,hospital_moh,48
1/1/2021,Sabah,Kunak,hospital_moh,48
1/1/2022,Sabah,Kunak,hospital_moh,48
1/1/2015,Sabah,Kunak,hospital_non_moh,0
1/1/2016,Sabah,Kunak,hospital_non_moh,0
1/1/2017,Sabah,Kunak,hospital_non_moh,0
1/1/2018,Sabah,Kunak,hospital_non_moh,0
1/1/2019,Sabah,Kunak,hospital_non_moh,0
1/1/2020,Sabah,Kunak,hospital_non_moh,0
1/1/2021,Sabah,Kunak,hospital_non_moh,0
1/1/2022,Sabah,Kunak,hospital_non_moh,0
1/1/2015,Sabah,Kunak,special_medical_institution,0
1/1/2016,Sabah,Kunak,special_medical_institution,0
1/1/2017,Sabah,Kunak,special_medical_institution,0
1/1/2018,Sabah,Kunak,special_medical_institution,0
1/1/2019,Sabah,Kunak,special_medical_institution,0
1/1/2020,Sabah,Kunak,special_medical_institution,0
1/1/2021,Sabah,Kunak,special_medical_institution,0
1/1/2022,Sabah,Kunak,special_medical_institution,0
1/1/2015,Sabah,Lahad Datu,all,268
1/1/2016,Sabah,Lahad Datu,all,268
1/1/2017,Sabah,Lahad Datu,all,268
1/1/2018,Sabah,Lahad Datu,all,240
1/1/2019,Sabah,Lahad Datu,all,268
1/1/2020,Sabah,Lahad Datu,all,268
1/1/2021,Sabah,Lahad Datu,all,268
1/1/2022,Sabah,Lahad Datu,all,268
1/1/2015,Sabah,Lahad Datu,hospital_moh,268
1/1/2016,Sabah,Lahad Datu,hospital_moh,268
1/1/2017,Sabah,Lahad Datu,hospital_moh,268
1/1/2018,Sabah,Lahad Datu,hospital_moh,240
1/1/2019,Sabah,Lahad Datu,hospital_moh,268
1/1/2020,Sabah,Lahad Datu,hospital_moh,268
1/1/2021,Sabah,Lahad Datu,hospital_moh,268
1/1/2022,Sabah,Lahad Datu,hospital_moh,268
1/1/2015,Sabah,Lahad Datu,hospital_non_moh,0
1/1/2016,Sabah,Lahad Datu,hospital_non_moh,0
1/1/2017,Sabah,Lahad Datu,hospital_non_moh,0
1/1/2018,Sabah,Lahad Datu,hospital_non_moh,0
1/1/2019,Sabah,Lahad Datu,hospital_non_moh,0
1/1/2020,Sabah,Lahad Datu,hospital_non_moh,0
1/1/2021,Sabah,Lahad Datu,hospital_non_moh,0
1/1/2022,Sabah,Lahad Datu,hospital_non_moh,0
1/1/2015,Sabah,Lahad Datu,special_medical_institution,0
1/1/2016,Sabah,Lahad Datu,special_medical_institution,0
1/1/2017,Sabah,Lahad Datu,special_medical_institution,0
1/1/2018,Sabah,Lahad Datu,special_medical_institution,0
1/1/2019,Sabah,Lahad Datu,special_medical_institution,0
1/1/2020,Sabah,Lahad Datu,special_medical_institution,0
1/1/2021,Sabah,Lahad Datu,special_medical_institution,0
1/1/2022,Sabah,Lahad Datu,special_medical_institution,0
1/1/2015,Sabah,Nabawan,all,0
1/1/2016,Sabah,Nabawan,all,0
1/1/2017,Sabah,Nabawan,all,0
1/1/2018,Sabah,Nabawan,all,0
1/1/2019,Sabah,Nabawan,all,0
1/1/2020,Sabah,Nabawan,all,0
1/1/2021,Sabah,Nabawan,all,0
1/1/2022,Sabah,Nabawan,all,0
1/1/2015,Sabah,Nabawan,hospital_moh,0
1/1/2016,Sabah,Nabawan,hospital_moh,0
1/1/2017,Sabah,Nabawan,hospital_moh,0
1/1/2018,Sabah,Nabawan,hospital_moh,0
1/1/2019,Sabah,Nabawan,hospital_moh,0
1/1/2020,Sabah,Nabawan,hospital_moh,0
1/1/2021,Sabah,Nabawan,hospital_moh,0
1/1/2022,Sabah,Nabawan,hospital_moh,0
1/1/2015,Sabah,Nabawan,hospital_non_moh,0
1/1/2016,Sabah,Nabawan,hospital_non_moh,0
1/1/2017,Sabah,Nabawan,hospital_non_moh,0
1/1/2018,Sabah,Nabawan,hospital_non_moh,0
1/1/2019,Sabah,Nabawan,hospital_non_moh,0
1/1/2020,Sabah,Nabawan,hospital_non_moh,0
1/1/2021,Sabah,Nabawan,hospital_non_moh,0
1/1/2022,Sabah,Nabawan,hospital_non_moh,0
1/1/2015,Sabah,Nabawan,special_medical_institution,0
1/1/2016,Sabah,Nabawan,special_medical_institution,0
1/1/2017,Sabah,Nabawan,special_medical_institution,0
1/1/2018,Sabah,Nabawan,special_medical_institution,0
1/1/2019,Sabah,Nabawan,special_medical_institution,0
1/1/2020,Sabah,Nabawan,special_medical_institution,0
1/1/2021,Sabah,Nabawan,special_medical_institution,0
1/1/2022,Sabah,Nabawan,special_medical_institution,0
1/1/2015,Sabah,Papar,all,77
1/1/2016,Sabah,Papar,all,77
1/1/2017,Sabah,Papar,all,77
1/1/2018,Sabah,Papar,all,77
1/1/2019,Sabah,Papar,all,77
1/1/2020,Sabah,Papar,all,77
1/1/2021,Sabah,Papar,all,77
1/1/2022,Sabah,Papar,all,77
1/1/2015,Sabah,Papar,hospital_moh,77
1/1/2016,Sabah,Papar,hospital_moh,77
1/1/2017,Sabah,Papar,hospital_moh,77
1/1/2018,Sabah,Papar,hospital_moh,77
1/1/2019,Sabah,Papar,hospital_moh,77
1/1/2020,Sabah,Papar,hospital_moh,77
1/1/2021,Sabah,Papar,hospital_moh,77
1/1/2022,Sabah,Papar,hospital_moh,77
1/1/2015,Sabah,Papar,hospital_non_moh,0
1/1/2016,Sabah,Papar,hospital_non_moh,0
1/1/2017,Sabah,Papar,hospital_non_moh,0
1/1/2018,Sabah,Papar,hospital_non_moh,0
1/1/2019,Sabah,Papar,hospital_non_moh,0
1/1/2020,Sabah,Papar,hospital_non_moh,0
1/1/2021,Sabah,Papar,hospital_non_moh,0
1/1/2022,Sabah,Papar,hospital_non_moh,0
1/1/2015,Sabah,Papar,special_medical_institution,0
1/1/2016,Sabah,Papar,special_medical_institution,0
1/1/2017,Sabah,Papar,special_medical_institution,0
1/1/2018,Sabah,Papar,special_medical_institution,0
1/1/2019,Sabah,Papar,special_medical_institution,0
1/1/2020,Sabah,Papar,special_medical_institution,0
1/1/2021,Sabah,Papar,special_medical_institution,0
1/1/2022,Sabah,Papar,special_medical_institution,0
1/1/2015,Sabah,Penampang,all,0
1/1/2016,Sabah,Penampang,all,0
1/1/2017,Sabah,Penampang,all,0
1/1/2018,Sabah,Penampang,all,0
1/1/2019,Sabah,Penampang,all,0
1/1/2020,Sabah,Penampang,all,0
1/1/2021,Sabah,Penampang,all,0
1/1/2022,Sabah,Penampang,all,0
1/1/2015,Sabah,Penampang,hospital_moh,0
1/1/2016,Sabah,Penampang,hospital_moh,0
1/1/2017,Sabah,Penampang,hospital_moh,0
1/1/2018,Sabah,Penampang,hospital_moh,0
1/1/2019,Sabah,Penampang,hospital_moh,0
1/1/2020,Sabah,Penampang,hospital_moh,0
1/1/2021,Sabah,Penampang,hospital_moh,0
1/1/2022,Sabah,Penampang,hospital_moh,0
1/1/2015,Sabah,Penampang,hospital_non_moh,0
1/1/2016,Sabah,Penampang,hospital_non_moh,0
1/1/2017,Sabah,Penampang,hospital_non_moh,0
1/1/2018,Sabah,Penampang,hospital_non_moh,0
1/1/2019,Sabah,Penampang,hospital_non_moh,0
1/1/2020,Sabah,Penampang,hospital_non_moh,0
1/1/2021,Sabah,Penampang,hospital_non_moh,0
1/1/2022,Sabah,Penampang,hospital_non_moh,0
1/1/2015,Sabah,Penampang,special_medical_institution,0
1/1/2016,Sabah,Penampang,special_medical_institution,0
1/1/2017,Sabah,Penampang,special_medical_institution,0
1/1/2018,Sabah,Penampang,special_medical_institution,0
1/1/2019,Sabah,Penampang,special_medical_institution,0
1/1/2020,Sabah,Penampang,special_medical_institution,0
1/1/2021,Sabah,Penampang,special_medical_institution,0
1/1/2022,Sabah,Penampang,special_medical_institution,0
1/1/2015,Sabah,Pitas,all,48
1/1/2016,Sabah,Pitas,all,48
1/1/2017,Sabah,Pitas,all,72
1/1/2018,Sabah,Pitas,all,72
1/1/2019,Sabah,Pitas,all,72
1/1/2020,Sabah,Pitas,all,72
1/1/2021,Sabah,Pitas,all,72
1/1/2022,Sabah,Pitas,all,72
1/1/2015,Sabah,Pitas,hospital_moh,48
1/1/2016,Sabah,Pitas,hospital_moh,48
1/1/2017,Sabah,Pitas,hospital_moh,72
1/1/2018,Sabah,Pitas,hospital_moh,72
1/1/2019,Sabah,Pitas,hospital_moh,72
1/1/2020,Sabah,Pitas,hospital_moh,72
1/1/2021,Sabah,Pitas,hospital_moh,72
1/1/2022,Sabah,Pitas,hospital_moh,72
1/1/2015,Sabah,Pitas,hospital_non_moh,0
1/1/2016,Sabah,Pitas,hospital_non_moh,0
1/1/2017,Sabah,Pitas,hospital_non_moh,0
1/1/2018,Sabah,Pitas,hospital_non_moh,0
1/1/2019,Sabah,Pitas,hospital_non_moh,0
1/1/2020,Sabah,Pitas,hospital_non_moh,0
1/1/2021,Sabah,Pitas,hospital_non_moh,0
1/1/2022,Sabah,Pitas,hospital_non_moh,0
1/1/2015,Sabah,Pitas,special_medical_institution,0
1/1/2016,Sabah,Pitas,special_medical_institution,0
1/1/2017,Sabah,Pitas,special_medical_institution,0
1/1/2018,Sabah,Pitas,special_medical_institution,0
1/1/2019,Sabah,Pitas,special_medical_institution,0
1/1/2020,Sabah,Pitas,special_medical_institution,0
1/1/2021,Sabah,Pitas,special_medical_institution,0
1/1/2022,Sabah,Pitas,special_medical_institution,0
1/1/2015,Sabah,Putatan,all,0
1/1/2016,Sabah,Putatan,all,0
1/1/2017,Sabah,Putatan,all,0
1/1/2018,Sabah,Putatan,all,0
1/1/2019,Sabah,Putatan,all,0
1/1/2020,Sabah,Putatan,all,0
1/1/2021,Sabah,Putatan,all,0
1/1/2022,Sabah,Putatan,all,0
1/1/2015,Sabah,Putatan,hospital_moh,0
1/1/2016,Sabah,Putatan,hospital_moh,0
1/1/2017,Sabah,Putatan,hospital_moh,0
1/1/2018,Sabah,Putatan,hospital_moh,0
1/1/2019,Sabah,Putatan,hospital_moh,0
1/1/2020,Sabah,Putatan,hospital_moh,0
1/1/2021,Sabah,Putatan,hospital_moh,0
1/1/2022,Sabah,Putatan,hospital_moh,0
1/1/2015,Sabah,Putatan,hospital_non_moh,0
1/1/2016,Sabah,Putatan,hospital_non_moh,0
1/1/2017,Sabah,Putatan,hospital_non_moh,0
1/1/2018,Sabah,Putatan,hospital_non_moh,0
1/1/2019,Sabah,Putatan,hospital_non_moh,0
1/1/2020,Sabah,Putatan,hospital_non_moh,0
1/1/2021,Sabah,Putatan,hospital_non_moh,0
1/1/2022,Sabah,Putatan,hospital_non_moh,0
1/1/2015,Sabah,Putatan,special_medical_institution,0
1/1/2016,Sabah,Putatan,special_medical_institution,0
1/1/2017,Sabah,Putatan,special_medical_institution,0
1/1/2018,Sabah,Putatan,special_medical_institution,0
1/1/2019,Sabah,Putatan,special_medical_institution,0
1/1/2020,Sabah,Putatan,special_medical_institution,0
1/1/2021,Sabah,Putatan,special_medical_institution,0
1/1/2022,Sabah,Putatan,special_medical_institution,0
1/1/2015,Sabah,Ranau,all,110
1/1/2016,Sabah,Ranau,all,110
1/1/2017,Sabah,Ranau,all,110
1/1/2018,Sabah,Ranau,all,110
1/1/2019,Sabah,Ranau,all,110
1/1/2020,Sabah,Ranau,all,110
1/1/2021,Sabah,Ranau,all,110
1/1/2022,Sabah,Ranau,all,110
1/1/2015,Sabah,Ranau,hospital_moh,110
1/1/2016,Sabah,Ranau,hospital_moh,110
1/1/2017,Sabah,Ranau,hospital_moh,110
1/1/2018,Sabah,Ranau,hospital_moh,110
1/1/2019,Sabah,Ranau,hospital_moh,110
1/1/2020,Sabah,Ranau,hospital_moh,110
1/1/2021,Sabah,Ranau,hospital_moh,110
1/1/2022,Sabah,Ranau,hospital_moh,110
1/1/2015,Sabah,Ranau,hospital_non_moh,0
1/1/2016,Sabah,Ranau,hospital_non_moh,0
1/1/2017,Sabah,Ranau,hospital_non_moh,0
1/1/2018,Sabah,Ranau,hospital_non_moh,0
1/1/2019,Sabah,Ranau,hospital_non_moh,0
1/1/2020,Sabah,Ranau,hospital_non_moh,0
1/1/2021,Sabah,Ranau,hospital_non_moh,0
1/1/2022,Sabah,Ranau,hospital_non_moh,0
1/1/2015,Sabah,Ranau,special_medical_institution,0
1/1/2016,Sabah,Ranau,special_medical_institution,0
1/1/2017,Sabah,Ranau,special_medical_institution,0
1/1/2018,Sabah,Ranau,special_medical_institution,0
1/1/2019,Sabah,Ranau,special_medical_institution,0
1/1/2020,Sabah,Ranau,special_medical_institution,0
1/1/2021,Sabah,Ranau,special_medical_institution,0
1/1/2022,Sabah,Ranau,special_medical_institution,0
1/1/2015,Sabah,Sandakan,all,400
1/1/2016,Sabah,Sandakan,all,400
1/1/2017,Sabah,Sandakan,all,400
1/1/2018,Sabah,Sandakan,all,400
1/1/2019,Sabah,Sandakan,all,400
1/1/2020,Sabah,Sandakan,all,400
1/1/2021,Sabah,Sandakan,all,400
1/1/2022,Sabah,Sandakan,all,400
1/1/2015,Sabah,Sandakan,hospital_moh,400
1/1/2016,Sabah,Sandakan,hospital_moh,400
1/1/2017,Sabah,Sandakan,hospital_moh,400
1/1/2018,Sabah,Sandakan,hospital_moh,400
1/1/2019,Sabah,Sandakan,hospital_moh,400
1/1/2020,Sabah,Sandakan,hospital_moh,400
1/1/2021,Sabah,Sandakan,hospital_moh,400
1/1/2022,Sabah,Sandakan,hospital_moh,400
1/1/2015,Sabah,Sandakan,hospital_non_moh,0
1/1/2016,Sabah,Sandakan,hospital_non_moh,0
1/1/2017,Sabah,Sandakan,hospital_non_moh,0
1/1/2018,Sabah,Sandakan,hospital_non_moh,0
1/1/2019,Sabah,Sandakan,hospital_non_moh,0
1/1/2020,Sabah,Sandakan,hospital_non_moh,0
1/1/2021,Sabah,Sandakan,hospital_non_moh,0
1/1/2022,Sabah,Sandakan,hospital_non_moh,0
1/1/2015,Sabah,Sandakan,special_medical_institution,0
1/1/2016,Sabah,Sandakan,special_medical_institution,0
1/1/2017,Sabah,Sandakan,special_medical_institution,0
1/1/2018,Sabah,Sandakan,special_medical_institution,0
1/1/2019,Sabah,Sandakan,special_medical_institution,0
1/1/2020,Sabah,Sandakan,special_medical_institution,0
1/1/2021,Sabah,Sandakan,special_medical_institution,0
1/1/2022,Sabah,Sandakan,special_medical_institution,0
1/1/2015,Sabah,Semporna,all,70
1/1/2016,Sabah,Semporna,all,70
1/1/2017,Sabah,Semporna,all,100
1/1/2018,Sabah,Semporna,all,70
1/1/2019,Sabah,Semporna,all,70
1/1/2020,Sabah,Semporna,all,70
1/1/2021,Sabah,Semporna,all,70
1/1/2022,Sabah,Semporna,all,70
1/1/2015,Sabah,Semporna,hospital_moh,70
1/1/2016,Sabah,Semporna,hospital_moh,70
1/1/2017,Sabah,Semporna,hospital_moh,100
1/1/2018,Sabah,Semporna,hospital_moh,70
1/1/2019,Sabah,Semporna,hospital_moh,70
1/1/2020,Sabah,Semporna,hospital_moh,70
1/1/2021,Sabah,Semporna,hospital_moh,70
1/1/2022,Sabah,Semporna,hospital_moh,70
1/1/2015,Sabah,Semporna,hospital_non_moh,0
1/1/2016,Sabah,Semporna,hospital_non_moh,0
1/1/2017,Sabah,Semporna,hospital_non_moh,0
1/1/2018,Sabah,Semporna,hospital_non_moh,0
1/1/2019,Sabah,Semporna,hospital_non_moh,0
1/1/2020,Sabah,Semporna,hospital_non_moh,0
1/1/2021,Sabah,Semporna,hospital_non_moh,0
1/1/2022,Sabah,Semporna,hospital_non_moh,0
1/1/2015,Sabah,Semporna,special_medical_institution,0
1/1/2016,Sabah,Semporna,special_medical_institution,0
1/1/2017,Sabah,Semporna,special_medical_institution,0
1/1/2018,Sabah,Semporna,special_medical_institution,0
1/1/2019,Sabah,Semporna,special_medical_institution,0
1/1/2020,Sabah,Semporna,special_medical_institution,0
1/1/2021,Sabah,Semporna,special_medical_institution,0
1/1/2022,Sabah,Semporna,special_medical_institution,0
1/1/2015,Sabah,Sipitang,all,93
1/1/2016,Sabah,Sipitang,all,93
1/1/2017,Sabah,Sipitang,all,93
1/1/2018,Sabah,Sipitang,all,93
1/1/2019,Sabah,Sipitang,all,93
1/1/2020,Sabah,Sipitang,all,93
1/1/2021,Sabah,Sipitang,all,93
1/1/2022,Sabah,Sipitang,all,93
1/1/2015,Sabah,Sipitang,hospital_moh,93
1/1/2016,Sabah,Sipitang,hospital_moh,93
1/1/2017,Sabah,Sipitang,hospital_moh,93
1/1/2018,Sabah,Sipitang,hospital_moh,93
1/1/2019,Sabah,Sipitang,hospital_moh,93
1/1/2020,Sabah,Sipitang,hospital_moh,93
1/1/2021,Sabah,Sipitang,hospital_moh,93
1/1/2022,Sabah,Sipitang,hospital_moh,93
1/1/2015,Sabah,Sipitang,hospital_non_moh,0
1/1/2016,Sabah,Sipitang,hospital_non_moh,0
1/1/2017,Sabah,Sipitang,hospital_non_moh,0
1/1/2018,Sabah,Sipitang,hospital_non_moh,0
1/1/2019,Sabah,Sipitang,hospital_non_moh,0
1/1/2020,Sabah,Sipitang,hospital_non_moh,0
1/1/2021,Sabah,Sipitang,hospital_non_moh,0
1/1/2022,Sabah,Sipitang,hospital_non_moh,0
1/1/2015,Sabah,Sipitang,special_medical_institution,0
1/1/2016,Sabah,Sipitang,special_medical_institution,0
1/1/2017,Sabah,Sipitang,special_medical_institution,0
1/1/2018,Sabah,Sipitang,special_medical_institution,0
1/1/2019,Sabah,Sipitang,special_medical_institution,0
1/1/2020,Sabah,Sipitang,special_medical_institution,0
1/1/2021,Sabah,Sipitang,special_medical_institution,0
1/1/2022,Sabah,Sipitang,special_medical_institution,0
1/1/2015,Sabah,Tambunan,all,49
1/1/2016,Sabah,Tambunan,all,49
1/1/2017,Sabah,Tambunan,all,49
1/1/2018,Sabah,Tambunan,all,49
1/1/2019,Sabah,Tambunan,all,49
1/1/2020,Sabah,Tambunan,all,49
1/1/2021,Sabah,Tambunan,all,49
1/1/2022,Sabah,Tambunan,all,49
1/1/2015,Sabah,Tambunan,hospital_moh,49
1/1/2016,Sabah,Tambunan,hospital_moh,49
1/1/2017,Sabah,Tambunan,hospital_moh,49
1/1/2018,Sabah,Tambunan,hospital_moh,49
1/1/2019,Sabah,Tambunan,hospital_moh,49
1/1/2020,Sabah,Tambunan,hospital_moh,49
1/1/2021,Sabah,Tambunan,hospital_moh,49
1/1/2022,Sabah,Tambunan,hospital_moh,49
1/1/2015,Sabah,Tambunan,hospital_non_moh,0
1/1/2016,Sabah,Tambunan,hospital_non_moh,0
1/1/2017,Sabah,Tambunan,hospital_non_moh,0
1/1/2018,Sabah,Tambunan,hospital_non_moh,0
1/1/2019,Sabah,Tambunan,hospital_non_moh,0
1/1/2020,Sabah,Tambunan,hospital_non_moh,0
1/1/2021,Sabah,Tambunan,hospital_non_moh,0
1/1/2022,Sabah,Tambunan,hospital_non_moh,0
1/1/2015,Sabah,Tambunan,special_medical_institution,0
1/1/2016,Sabah,Tambunan,special_medical_institution,0
1/1/2017,Sabah,Tambunan,special_medical_institution,0
1/1/2018,Sabah,Tambunan,special_medical_institution,0
1/1/2019,Sabah,Tambunan,special_medical_institution,0
1/1/2020,Sabah,Tambunan,special_medical_institution,0
1/1/2021,Sabah,Tambunan,special_medical_institution,0
1/1/2022,Sabah,Tambunan,special_medical_institution,0
1/1/2015,Sabah,Tawau,all,401
1/1/2016,Sabah,Tawau,all,401
1/1/2017,Sabah,Tawau,all,401
1/1/2018,Sabah,Tawau,all,401
1/1/2019,Sabah,Tawau,all,401
1/1/2020,Sabah,Tawau,all,401
1/1/2021,Sabah,Tawau,all,421
1/1/2022,Sabah,Tawau,all,431
1/1/2015,Sabah,Tawau,hospital_moh,401
1/1/2016,Sabah,Tawau,hospital_moh,401
1/1/2017,Sabah,Tawau,hospital_moh,401
1/1/2018,Sabah,Tawau,hospital_moh,401
1/1/2019,Sabah,Tawau,hospital_moh,401
1/1/2020,Sabah,Tawau,hospital_moh,401
1/1/2021,Sabah,Tawau,hospital_moh,421
1/1/2022,Sabah,Tawau,hospital_moh,431
1/1/2015,Sabah,Tawau,hospital_non_moh,0
1/1/2016,Sabah,Tawau,hospital_non_moh,0
1/1/2017,Sabah,Tawau,hospital_non_moh,0
1/1/2018,Sabah,Tawau,hospital_non_moh,0
1/1/2019,Sabah,Tawau,hospital_non_moh,0
1/1/2020,Sabah,Tawau,hospital_non_moh,0
1/1/2021,Sabah,Tawau,hospital_non_moh,0
1/1/2022,Sabah,Tawau,hospital_non_moh,0
1/1/2015,Sabah,Tawau,special_medical_institution,0
1/1/2016,Sabah,Tawau,special_medical_institution,0
1/1/2017,Sabah,Tawau,special_medical_institution,0
1/1/2018,Sabah,Tawau,special_medical_institution,0
1/1/2019,Sabah,Tawau,special_medical_institution,0
1/1/2020,Sabah,Tawau,special_medical_institution,0
1/1/2021,Sabah,Tawau,special_medical_institution,0
1/1/2022,Sabah,Tawau,special_medical_institution,0
1/1/2015,Sabah,Telupid,all,0
1/1/2016,Sabah,Telupid,all,0
1/1/2017,Sabah,Telupid,all,0
1/1/2018,Sabah,Telupid,all,0
1/1/2019,Sabah,Telupid,all,0
1/1/2020,Sabah,Telupid,all,0
1/1/2021,Sabah,Telupid,all,0
1/1/2022,Sabah,Telupid,all,0
1/1/2015,Sabah,Telupid,hospital_moh,0
1/1/2016,Sabah,Telupid,hospital_moh,0
1/1/2017,Sabah,Telupid,hospital_moh,0
1/1/2018,Sabah,Telupid,hospital_moh,0
1/1/2019,Sabah,Telupid,hospital_moh,0
1/1/2020,Sabah,Telupid,hospital_moh,0
1/1/2021,Sabah,Telupid,hospital_moh,0
1/1/2022,Sabah,Telupid,hospital_moh,0
1/1/2015,Sabah,Telupid,hospital_non_moh,0
1/1/2016,Sabah,Telupid,hospital_non_moh,0
1/1/2017,Sabah,Telupid,hospital_non_moh,0
1/1/2018,Sabah,Telupid,hospital_non_moh,0
1/1/2019,Sabah,Telupid,hospital_non_moh,0
1/1/2020,Sabah,Telupid,hospital_non_moh,0
1/1/2021,Sabah,Telupid,hospital_non_moh,0
1/1/2022,Sabah,Telupid,hospital_non_moh,0
1/1/2015,Sabah,Telupid,special_medical_institution,0
1/1/2016,Sabah,Telupid,special_medical_institution,0
1/1/2017,Sabah,Telupid,special_medical_institution,0
1/1/2018,Sabah,Telupid,special_medical_institution,0
1/1/2019,Sabah,Telupid,special_medical_institution,0
1/1/2020,Sabah,Telupid,special_medical_institution,0
1/1/2021,Sabah,Telupid,special_medical_institution,0
1/1/2022,Sabah,Telupid,special_medical_institution,0
1/1/2015,Sabah,Tenom,all,92
1/1/2016,Sabah,Tenom,all,70
1/1/2017,Sabah,Tenom,all,70
1/1/2018,Sabah,Tenom,all,70
1/1/2019,Sabah,Tenom,all,70
1/1/2020,Sabah,Tenom,all,70
1/1/2021,Sabah,Tenom,all,70
1/1/2022,Sabah,Tenom,all,70
1/1/2015,Sabah,Tenom,hospital_moh,92
1/1/2016,Sabah,Tenom,hospital_moh,70
1/1/2017,Sabah,Tenom,hospital_moh,70
1/1/2018,Sabah,Tenom,hospital_moh,70
1/1/2019,Sabah,Tenom,hospital_moh,70
1/1/2020,Sabah,Tenom,hospital_moh,70
1/1/2021,Sabah,Tenom,hospital_moh,70
1/1/2022,Sabah,Tenom,hospital_moh,70
1/1/2015,Sabah,Tenom,hospital_non_moh,0
1/1/2016,Sabah,Tenom,hospital_non_moh,0
1/1/2017,Sabah,Tenom,hospital_non_moh,0
1/1/2018,Sabah,Tenom,hospital_non_moh,0
1/1/2019,Sabah,Tenom,hospital_non_moh,0
1/1/2020,Sabah,Tenom,hospital_non_moh,0
1/1/2021,Sabah,Tenom,hospital_non_moh,0
1/1/2022,Sabah,Tenom,hospital_non_moh,0
1/1/2015,Sabah,Tenom,special_medical_institution,0
1/1/2016,Sabah,Tenom,special_medical_institution,0
1/1/2017,Sabah,Tenom,special_medical_institution,0
1/1/2018,Sabah,Tenom,special_medical_institution,0
1/1/2019,Sabah,Tenom,special_medical_institution,0
1/1/2020,Sabah,Tenom,special_medical_institution,0
1/1/2021,Sabah,Tenom,special_medical_institution,0
1/1/2022,Sabah,Tenom,special_medical_institution,0
1/1/2015,Sabah,Tongad,all,0
1/1/2016,Sabah,Tongad,all,0
1/1/2017,Sabah,Tongad,all,0
1/1/2018,Sabah,Tongad,all,0
1/1/2019,Sabah,Tongad,all,0
1/1/2020,Sabah,Tongad,all,0
1/1/2021,Sabah,Tongad,all,0
1/1/2022,Sabah,Tongad,all,0
1/1/2015,Sabah,Tongad,hospital_moh,0
1/1/2016,Sabah,Tongad,hospital_moh,0
1/1/2017,Sabah,Tongad,hospital_moh,0
1/1/2018,Sabah,Tongad,hospital_moh,0
1/1/2019,Sabah,Tongad,hospital_moh,0
1/1/2020,Sabah,Tongad,hospital_moh,0
1/1/2021,Sabah,Tongad,hospital_moh,0
1/1/2022,Sabah,Tongad,hospital_moh,0
1/1/2015,Sabah,Tongad,hospital_non_moh,0
1/1/2016,Sabah,Tongad,hospital_non_moh,0
1/1/2017,Sabah,Tongad,hospital_non_moh,0
1/1/2018,Sabah,Tongad,hospital_non_moh,0
1/1/2019,Sabah,Tongad,hospital_non_moh,0
1/1/2020,Sabah,Tongad,hospital_non_moh,0
1/1/2021,Sabah,Tongad,hospital_non_moh,0
1/1/2022,Sabah,Tongad,hospital_non_moh,0
1/1/2015,Sabah,Tongad,special_medical_institution,0
1/1/2016,Sabah,Tongad,special_medical_institution,0
1/1/2017,Sabah,Tongad,special_medical_institution,0
1/1/2018,Sabah,Tongad,special_medical_institution,0
1/1/2019,Sabah,Tongad,special_medical_institution,0
1/1/2020,Sabah,Tongad,special_medical_institution,0
1/1/2021,Sabah,Tongad,special_medical_institution,0
1/1/2022,Sabah,Tongad,special_medical_institution,0
1/1/2015,Sabah,Tuaran,all,76
1/1/2016,Sabah,Tuaran,all,76
1/1/2017,Sabah,Tuaran,all,76
1/1/2018,Sabah,Tuaran,all,76
1/1/2019,Sabah,Tuaran,all,76
1/1/2020,Sabah,Tuaran,all,76
1/1/2021,Sabah,Tuaran,all,82
1/1/2022,Sabah,Tuaran,all,82
1/1/2015,Sabah,Tuaran,hospital_moh,76
1/1/2016,Sabah,Tuaran,hospital_moh,76
1/1/2017,Sabah,Tuaran,hospital_moh,76
1/1/2018,Sabah,Tuaran,hospital_moh,76
1/1/2019,Sabah,Tuaran,hospital_moh,76
1/1/2020,Sabah,Tuaran,hospital_moh,76
1/1/2021,Sabah,Tuaran,hospital_moh,82
1/1/2022,Sabah,Tuaran,hospital_moh,82
1/1/2015,Sabah,Tuaran,hospital_non_moh,0
1/1/2016,Sabah,Tuaran,hospital_non_moh,0
1/1/2017,Sabah,Tuaran,hospital_non_moh,0
1/1/2018,Sabah,Tuaran,hospital_non_moh,0
1/1/2019,Sabah,Tuaran,hospital_non_moh,0
1/1/2020,Sabah,Tuaran,hospital_non_moh,0
1/1/2021,Sabah,Tuaran,hospital_non_moh,0
1/1/2022,Sabah,Tuaran,hospital_non_moh,0
1/1/2015,Sabah,Tuaran,special_medical_institution,0
1/1/2016,Sabah,Tuaran,special_medical_institution,0
1/1/2017,Sabah,Tuaran,special_medical_institution,0
