State,No.,Facility Name,Full Address,Phone Number,District
Pahang,278,KK Kuala Wau,"KK Kuala Wau, Kampung Kuala Wau, 26500 Maran, Pahang, 26500, Maran, Pahang",09-4682085,Maran
Pahang,279,KK Kurnia,"KK Kurnia, Batu 3, Jalan Gambang, 25150 Kuantan, Pahang, 25150, Kuantan, Pahang",09-5361333,Kuantan
Pahang,280,KK Lanchang,"KK Lanchang, 28500 Lanchang, Pahang, 28500, Temerloh, Pahang",09-2803233,Temerloh
Pahang,281,KK Leban Chondong,"KK Leban Chondong, 26800 Leban Chondong, K.Rompin, Pahang, 26800, Rompin, Pahang",09-4141237,Rompin
Pahang,282,KK Lembah Klau,"KK Lembah Klau, 27630 Raub, Pahang, 27630, Raub, Pahang",09-3688333,Raub
Pahang,283,KK Lepar Utara 4,"KK Lepar Utara 4, Poliklinik Komuniti Lepar Utara 4, 26400 Bandar Tun Razak Jengka, Pahang, 26400, Jerantut, Pahang",09-4741523,Jerantut
Pahang,284,KK Lurah Bilut (Felda),"KK Lurah Bilut (Felda), 28800 Bentong, Pahang, 28800, Bentong, Pahang",09-2377333,Bentong
Pahang,285,KK Maran,"KK Maran, 26500 Maran, Pahang, 26500, Maran, Pahang",09-4771333,Maran
Pahang,286,KK Mela,"KK Mela, 27200 Kuala Lipis, Pahang, 27200, Lipis, Pahang",09-3129424,Lipis
Pahang,287,KK Mempaga,"KK Mempaga, 28600 Karak, Pahang, 28600, Bentong, Pahang",09-2377954,Bentong
Pahang,288,KK Merapoh,"KK Merapoh , 27210 Kuala Lipis, Pahang, 27210, Lipis, Pahang",09-9122377,Lipis
Pahang,289,KK Nenasi,"KK Nenasi, 26680 Kampong Nenasi, Pahang, 26680, Pekan, Pahang",09-4181233,Pekan
Pahang,290,KK Padang Luas,"KK Padang Luas, Pej. Kes. Daerah Bera, Tingkat 1 Klinik Kesihatan Padang Luas, 28200 Bandar Bera, Pahang, 28200, Bera, Pahang",09-2552062,Bera
Pahang,291,KK Padang Piol,"KK Padang Piol, 27040 Jerantut, Pahang, 27040, Jerantut, Pahang",09-2668448,Jerantut
Pahang,292,KK Padang Rumbia,"KK Padang Rumbia, 26650 Kg. Padang Rumbia, Pahang, 26650, Pekan, Pahang",09-4281205,Pekan
Pahang,293,KK Padang Tengku,"KK Padang Tengku, 27100 Kg Padang Tengku, Kuala Lipis, Pahang, 27100, Lipis, Pahang",09-3291533,Lipis
Pahang,294,KK Paya Besar,"KK Paya Besar, Jalan Baipas, 25100  Kuantan, Pahang, 25100, Kuantan, Pahang",09-5395433/ 5434,Kuantan
Pahang,295,KK Pekan Awah,"KK Pekan Awah, 28000 Maran, Pahang, 28000, Maran, Pahang",09-2986333,Maran
Pahang,296,KK Pekan Tajau,"KK Pekan Tajau, 26500 Maran, Pahang, 26500, Maran, Pahang",09-4774782/ 09-4774621,Maran
Pahang,297,KK Peramu Jaya,"KK Peramu Jaya, 26600 Peramu Jaya, Pahang, 26600, Pekan, Pahang",09-4269609,Pekan
Pahang,298,KK Perantau Damai,"KK Perantau Damai, 26700 Muadzam Shah, Pahang, 26700, Rompin, Pahang",09-4431333,Rompin
Pahang,299,KK Permatang Badak,"KK Permatang Badak, 25150 Kuantan, Pahang, 25150, Kuantan, Pahang",09-5364626,Kuantan
Pahang,300,KK Perwira Jaya,"KK Perwira Jaya, 26700 Muadzam Shah, Pahang, 26700, Rompin, Pahang",09-4371176,Rompin
Pahang,301,KK Pos Betau,"KK Pos Betau, 27650 Kuala Lipis, Pahang, 27200, Lipis, Pahang",09-3401533 (KK Sungai Koyan),Lipis
Pahang,302,KK Purun,"KK Purun, Felda Purun, 28200, Pahang, 28200, Bera, Pahang",09-2481585,Bera
Pahang,303,KK Ringlet,"KK Ringlet, 39200 Ringlet, Cameron Highlands, Pahang, 39200, Cameron Highlands, Pahang",05-4956581,Cameron Highlands
Pahang,304,KK Rompin,"KK Rompin, 26800 Kuala Rompin, Pahang, 26800, Rompin, Pahang",09-4145333,Rompin
Pahang,305,KK Runchang,"KK Runchang, 26690 Pekan, Pahang, 26690, Pekan, Pahang",09-4530791,Pekan
Pahang,306,"KK Sanggang, Temerloh Pahang","KK Sanggang, Temerloh Pahang, 28020 Sanggang, Pahang, 28020, Temerloh, Pahang",09-2846333,Temerloh
Pahang,307,KK Sg.Tekam Utara,"KK Sg.Tekam Utara, 27060 Felda Sg.Tekam Utara Jerantut, Pahang, 27060, Jerantut, Pahang",09-4811526/ 09-4811471,Jerantut
Pahang,308,KK Simpang Pelangai,"KK Simpang Pelangai, 28740 Bentong, Pahang, 28740, Bentong, Pahang",09-2480755,Bentong
Pahang,309,KK Sri Jaya,"KK Sri Jaya, Sri Jaya, 26500 Maran, 26500, Maran, Pahang",09-4780121 / 09-4780115,Maran
Pahang,310,KK Sungai Koyan,"KK Sungai Koyan, Poliklinik Komuniti Sungai Koyan, 27650 Kuala Lipis, Pahang, 27650, Lipis, Pahang",09-3401533,Lipis
Pahang,311,KK Sungai Lekok,"KK Sungai Lekok, 27300 Lekok, Jeratut, Pahang, 27300, Jerantut, Pahang",09-2667608,Jerantut
Pahang,312,KK Sungai Lembing,"KK Sungai Lembing, 26200 Sungai Lembing, Kuantan, Pahang, 26200, Kuantan, Pahang",09-5411598,Kuantan
Pahang,313,KK Sungai Ular,"KK Sungai Ular, 26080 Kuantan, Pahang, 26080, Kuantan, Pahang",09-5821344,Kuantan
Pahang,314,KK Tanah Rata,"KK Tanah Rata , Pej. Kes. Daerah Cameron Highland, 39000 Tanah Rata Cameron Highlands, Pahang, 39000, Cameron Highlands, Pahang",05-4911257/ 05-4911966,Cameron Highlands
Pahang,315,KK Tanjung Lalang,"KK Tanjung Lalang, Jalan Mentakab, 28000 Temerloh, Pahang, 28000, Temerloh, Pahang",09-2961152,Temerloh
Pahang,316,KK Tekek,"KK Tekek, Pulau Tioman, 26800 Kuala Rompin, Pahang, 26800, Rompin, Pahang",09-4191880,Rompin
Pahang,317,KK Telemong,"KK Telemong, 28620 Karak, Pahang, 28620, Bentong, Pahang",09-2399972,Bentong
Pahang,318,KK Teluk Gading,"KK Teluk Gading, 26820 Kuala Rompin, Pahang, 26820, Rompin, Pahang",09-4132510,Rompin
Pahang,319,KK Temai,"26640 Kg. Temai, Pekan, Pahang",09-4281115,Pekan
Pahang,320,KK Tembangau,"KK Tembangau, 28380 Kemayan, Pahang, 28380, Bera, Pahang",06-4685730,Bera
Pahang,321,KK Temerloh,"KK Temerloh, Jalan Triang, 28000 Temerloh, Pahang, 28000, Temerloh, Pahang",09-2961275,Temerloh
Pahang,322,KK Tersang,"KK Tersang, 26700 Felda Tersang, Raub, 27600, Raub, Pahang",09-3403086,Raub
Pahang,323,KK Triang,"KK Triang, 28300 Bandar Triang, Pahang, 28300, Bera, Pahang",09-2555333,Bera
Pahang,324,KK Ulu Gali,"KK Ulu Gali, 27600 Raub, Pahang, 27600, Raub, Pahang","09-3686355 (MCH)       
09-3686826 (OPD)",Raub
Pahang,325,KK UTC Pahang,"KK UTC Pahang, Aras Bawah Bangunan UTC, Jalan Stadium 25200 Kuantan, Pahang, 25200, Kuantan, Pahang",09-5124013,Kuantan
Pahang,326,KKIA Kuala Lipis,"KKIA Kuala Lipis, 27200 Kuala Lipis, Pahang, 27200, Lipis, Pahang",09-3101083,Lipis
Pahang,327,KKIA Kuantan,"KKIA Kuantan, Jalan Gambut, Kuantan, Pahang, 25000, Kuantan, Pahang",09-5132055,Kuantan
Pahang,328,KKIA Muadzam Shah,"KKIA Muadzam Shah, 26700 Muadzam Shah, Rompin, Pahang, 26700, Rompin, Pahang",09-4522780,Rompin
Pahang,329,KKIA Raub,"KKIA Raub, 27600 Raub, Pahang, 27600, Raub, Pahang",09-3552355,Raub
Pulau Pinang,1,KD Alma,"KD Alma, Lot 871, Mukim 15, Alma, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5516064,Seberang Perai Tengah
Pulau Pinang,2,KD Bagan Ajam,"KD Bagan Ajam, Lot 900, Mukim 9, Jalan Bagan, Butterworth, 13000, Seberang Perai Utara, Pulau Pinang",04-3240060,Seberang Perai Utara
Pulau Pinang,3,KD Bagan Dalam,"KD Bagan Dalam, Lot 1090, Mukim 15, Jalan Bagan Dalam, Butterworth, 12100, Seberang Perai Utara, Pulau Pinang",04-3284464,Seberang Perai Utara
Pulau Pinang,4,KD Batu Ferringhi,"KD Batu Ferringhi, Lot 404, Seksyen 1, Bandar Batu Feringhi, 12100, Timur Laut, Pulau Pinang",04-8813814,Timur Laut
Pulau Pinang,5,KD Batu Kawan,"KD Batu Kawan, Lot 145, Mukim 15, Jalan Pengkalan, Simpang Ampat, 14110, Seberang Perai Selatan, Pulau Pinang",04-5885293,Seberang Perai Selatan
Pulau Pinang,6,KD Bukit Indra Muda,"KD Bukit Indra Muda, Lot 642, Mukim 3, Bukit Indra Muda, Penanti, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5383761,Seberang Perai Tengah
Pulau Pinang,7,KD Bukit Tambun,"KD Bukit Tambun, Lot 372, Mukim 14, Jalan Bukit Tambun, Simpang Ampat, 14100, Seberang Perai Selatan, Pulau Pinang",04-5884350,Seberang Perai Selatan
Pulau Pinang,8,KD Bumbung Lima,"KD Bumbung Lima, Lot 2, Mukim 3, Jalan Sungai Petani, Kepala Batas, 13200, Seberang Perai Utara, Pulau Pinang",04-5759110,Seberang Perai Utara
Pulau Pinang,9,KD Changkat,"KD Changkat, Lot 2008, Mukim 11, Jalan Changkat, Sungai Jawi, 14300, Seberang Perai Selatan, Pulau Pinang",04-5938949,Seberang Perai Selatan
Pulau Pinang,10,KD Gertak Sanggol,"KD Gertak Sanggol, Lot 1902, Mukim 8, Jalan Gertak Sanggol, Bayan Lepas, 11920, Barat Daya, Pulau Pinang",04-6493920,Barat Daya
Pulau Pinang,11,KD Juru,"KD Juru, JKR 2039, Lot 155, Mukim 12, Juru, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5086500,Seberang Perai Tengah
Pulau Pinang,12,KD Kampung Perlis,"KD Kampung Perlis, Lot 1839, Mukim 1, Jalan Kg Perlis, Balik Pulau, 11020, Barat Daya, Pulau Pinang",04-8661749,Barat Daya
Pulau Pinang,13,KD Kampung Pertama,"KD Kampung Pertama, Lot 777, Mukim 4, Jalan Permatang Pauh, Bukit Mertajam, 13500, Seberang Perai Tengah, Pulau Pinang",04-3982281,Seberang Perai Tengah
Pulau Pinang,14,KD Kampung Sekolah,"KD Kampung Sekolah, JKR 659, Lot 1195, Mukim 12,  Juru, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5079458,Seberang Perai Tengah
Pulau Pinang,15,KD Kampung Selamat,"KD Kampung Selamat, Lot 1492, Mukim 12, Jalan Kg Selamat, Tasek Gelugor, 13300, Seberang Perai Utara, Pulau Pinang",04-5736800,Seberang Perai Utara
Pulau Pinang,16,KD Kubang Ulu,"KD Kubang Ulu, JKR 864, PT 224/67 Mukim 18,  Kubang Ulu, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5214980,Seberang Perai Tengah
Pulau Pinang,17,KD Lahar Kepar,"KD Lahar Kepar, Lot 3263, Mukum 5, Jalan Lahar Kapar, Kepala Batas, 13200, Seberang Perai Utara, Pulau Pinang",04-5759112,Seberang Perai Utara
Pulau Pinang,18,KD Lahar Yooi,"KD Lahar Yooi, Lot 3, Mukim 11, Jalan Ara Kuda, Tasek Gelugor, 13300, Seberang Perai Utara, Pulau Pinang",04-5736798,Seberang Perai Utara
Pulau Pinang,19,KD Padang Ibu,"KD Padang Ibu, JKR 784, Lot 958, Mukim 20, Jalan Guar Perahu, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5213160,Seberang Perai Tengah
Pulau Pinang,20,KD Padang Menora,"KD Padang Menora, Lot 6, Mukim 13, Jalan Ara Kuda, Tasek Gelugor, 13300, Seberang Perai Utara, Pulau Pinang",04-5736796,Seberang Perai Utara
Pulau Pinang,21,KD Pajak Song,"KD Pajak Song, Lot 2365, Mukim 8, Jalan Pajak Song, Kepala Batas, Kepala Batas, 13200, Seberang Perai Utara, Pulau Pinang",04-5759171,Seberang Perai Utara
Pulau Pinang,22,KD Pantai Acheh,"KD Pantai Acheh, Lot 1888, Mukim 1, Jalan Pantai Acheh, Balik Pulau, 11010, Barat Daya, Pulau Pinang",04-8668833,Barat Daya
Pulau Pinang,23,KD Pasir Gebu,"KD Pasir Gebu, Lot 212, Mukim 1, Jalan Kuala Muda, Penaga, 13110, Seberang Perai Utara, Pulau Pinang",04-5793246,Seberang Perai Utara
Pulau Pinang,24,KD Paya Keladi,"KD Paya Keladi, Lot 3, Mukim 3, Jalan Paya Keladi, Kepala Batas, 13200, Seberang Perai Utara, Pulau Pinang",04-5754728,Seberang Perai Utara
Pulau Pinang,25,KD Paya Terubong,"KD Paya Terubong, Lot 2278, Mukim 13, Jalan Paya Terubong, 11500, Timur Laut, Pulau Pinang",04-8275919,Timur Laut
Pulau Pinang,26,KD Pekan Darat,"KD Pekan Darat, Lot 1766, Mukim 7, Jalan Maklum, Butterworth, 13800, Seberang Perai Utara, Pulau Pinang",04-3515759,Seberang Perai Utara
Pulau Pinang,27,KD Permatang Bendahari,"KD Permatang Bendahari, Lot 1281, Mukim 1, Jalan Permatang Bendahari, Penaga, 13110, Seberang Perai Utara, Pulau Pinang",04-5793244,Seberang Perai Utara
Pulau Pinang,28,KD Permatang Buluh,"KD Permatang Buluh, Lot 1614, Mukim 10, Jalan Simpang Permatang Buluh, Kepala Batas, 13200, Seberang Perai Utara, Pulau Pinang",04-5741014,Seberang Perai Utara
Pulau Pinang,29,KD Permatang Damar Laut,"KD Permatang Damar Laut, Lot 2652, Blok J,Mukim 12, Pmtg Damar Laut, Bayan Lepas, 11960, Barat Daya, Pulau Pinang",04-6265102,Barat Daya
Pulau Pinang,30,KD Permatang Janggus,"KD Permatang Janggus, Lot 2121, Mukim 2, Jalan Permatang Janggus, Penaga, 13100, Seberang Perai Utara, Pulau Pinang",04-5763360,Seberang Perai Utara
Pulau Pinang,31,KD Permatang Pasir,"KD Permatang Pasir, Lot 2200, Mukim C, Jalan Tok Wan Don, Balik Pulau, 11000, Barat Daya, Pulau Pinang",04-8665539,Barat Daya
Pulau Pinang,32,KD Permatang Pasir,"KD Permatang Pasir, JKR 687, Lot 898, Mukim 3, Jalan Permatang Pasir, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-3981404,Seberang Perai Tengah
Pulau Pinang,33,KD Permatang Rawa,"KD Permatang Rawa, JKR 828A, Lot 912, Mukim 8, Jalan Permatang Rawa, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5372541,Seberang Perai Tengah
Pulau Pinang,34,KD Permatang Sintok,"KD Permatang Sintok, Lot 2350, Mukim 8, Jalan Kepala Batas, Kepala Batas, 13200, Seberang Perai Utara, Pulau Pinang",04-5759136,Seberang Perai Utara
Pulau Pinang,35,KD Permatang Tinggi,"KD Permatang Tinggi, JKR 2210, Lot 1104, Mukim 14, Permatang Tinggi, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5884202,Seberang Perai Tengah
Pulau Pinang,36,KD Permatang Tok Mahat,"KD Permatang Tok Mahat, Lot 523, Mukim 9, Jalan Sempadan,Permatang Tok Mahat, Nibong Tebal, 14300, Seberang Perai Selatan, Pulau Pinang",05-7171941,Seberang Perai Selatan
Pulau Pinang,37,KD Pinang Tunggal,"KD Pinang Tunggal, Lot 1459, Mukim 3, Jalan Pinang Tunggal, Tasek Gelugor, 13210, Seberang Perai Utara, Pulau Pinang",04-5736797,Seberang Perai Utara
Pulau Pinang,38,KD Pokok Sena,"KD Pokok Sena, Lot 2771, Mukim 11, Jalan Pokok Sena, Kepala Batas, 13200, Seberang Perai Utara, Pulau Pinang",04-5759129,Seberang Perai Utara
Pulau Pinang,39,KD Pondok Upeh,"KD Pondok Upeh, Lot 2558, Mukim 6, Jalan Pondok Upeh, Balik Pulau, 11000, Barat Daya, Pulau Pinang",04-8661723,Barat Daya
Pulau Pinang,40,KD Pulau Aman,"KD Pulau Aman, Lot 49, Mukim 16, Pulau Aman, Simpang Ampat, 14100, Seberang Perai Selatan, Pulau Pinang",-,Seberang Perai Selatan
Pulau Pinang,41,KD Relau,"KD Relau, Lot 1004, Mukim 10, Jalan Paya Terubong, Bayan Lepas, 11900, Barat Daya, Pulau Pinang",04-6449230,Barat Daya
Pulau Pinang,42,KD Sungai Ara,"KD Sungai Ara, Lot 2529, Mukim 12, Lorong Sg Ara 1, Bayan Lepas, 11900, Barat Daya, Pulau Pinang",04-6452488,Barat Daya
Pulau Pinang,43,KD Sungai Bakau,"KD Sungai Bakau, Lot 1143, Mukim 10, Sg Bakau, Nibong Tebal, 14300, Seberang Perai Selatan, Pulau Pinang",04-5982978,Seberang Perai Selatan
Pulau Pinang,44,KD Sungai Batu,"KD Sungai Batu, Lot 1858, Mukim 11, Jalan Teluk Kumbar, Bayan Lepas, 11920, Barat Daya, Pulau Pinang",04-6495673,Barat Daya
Pulau Pinang,45,KD Sungai Burung,"KD Sungai Burung, Lot 1843, Mukim H, Jalan Sungai Burung, Balik Pulau, 11000, Barat Daya, Pulau Pinang",04-8662060,Barat Daya
Pulau Pinang,46,KD Sungai Duri,"KD Sungai Duri, Lot 517, Mukim 5, Jalan Sungai Duri, Sungai Bakap, 14200, Seberang Perai Selatan, Pulau Pinang",04-5829233,Seberang Perai Selatan
Pulau Pinang,47,KD Sungai Lembu,"KD Sungai Lembu, Lot 548, FRU 35, Mukim 18, Sungai Lembu, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5213689,Seberang Perai Tengah
Pulau Pinang,48,KD Sungai Pinang,"KD Sungai Pinang, Lot 1842, Mukim A, Jalan Sungai Pinang, Balik Pulau, 11010, Barat Daya, Pulau Pinang",04-8661726,Barat Daya
Pulau Pinang,49,KD Sungai Puyu,"KD Sungai Puyu, Lot 1498, Mukim 14, Jalan Bagan Lalang, Butterworth, 13400, Seberang Perai Utara, Pulau Pinang",04-3240050,Seberang Perai Utara
Pulau Pinang,50,KD Tanjung Berembang,"KD Tanjung Berembang, Lot 529, Mukim 9, Jalan Tanjung Berembang, Sg Acheh,
Nibong Tebal, 14300, Seberang Perai Selatan, Pulau Pinang",04-5939211,Seberang Perai Selatan
Pulau Pinang,51,KD Tasek,"KD Tasek, Lot 152, Mukim 2, Jalan Tasek, Simpang Ampat, 14100, Seberang Perai Selatan, Pulau Pinang",04-5884348,Seberang Perai Selatan
Pulau Pinang,52,KD Telok Air Tawar,"KD Telok Air Tawar, Lot 1768, Mukim 7, Jalan Telok Air Tawar, Butterworth, 13050, Seberang Perai Utara, Pulau Pinang",04-3515822,Seberang Perai Utara
Pulau Pinang,53,KD Telok Kumbar,"KD Telok Kumbar, Lot 1838, Mukim 9, Jalan Telok Kumbar, Balik Pulau, 11920, Barat Daya, Pulau Pinang",04-6495606,Barat Daya
Pulau Pinang,54,KD Thean Teik,"KD Thean Teik, Lot 2500, Mukim 13, Jalan Thean Teik, Ayer Itam, 11500, Timur Laut, Pulau Pinang",04-8276023,Timur Laut
Pulau Pinang,55,KD Tok Bedu,"KD Tok Bedu, Lot 1358, Mukim 6, Jalan Pokok Machang, Tasek Gelugor, 13300, Seberang Perai Utara, Pulau Pinang",04-5733720,Seberang Perai Utara
Pulau Pinang,56,KD Wellesley,"KD Wellesley, Lot 544, Mukim 5, Kg. Wellesley, Sungai Bakap, 14200, Seberang Perai Selatan, Pulau Pinang",04-5823233,Seberang Perai Selatan
Pulau Pinang,57,KK Air Itam,"KK Air Itam, Lot 323, Seksyen 3, Jalan Bukit Bendera, Air Itam, 11500, Timur Laut, Pulau Pinang",04-8283355,Timur Laut
Pulau Pinang,58,KK Bandar Perda,"Klinik Kesihatan Bandar Perda, Jalan Perda Barat, Bandar Baru Perda, Bukit Mertajam, 14000 Seberang Perai Tengah, Pulau Pinang",04-5398970,14000 Seberang Perai Tengah
Pulau Pinang,59,KK Bandar Tasik Mutiara,"KK Bandar Tasik Mutiara, Lot 8767 Lorong Tasik Mutiara 19/SS2 Bandar Tasik Mutiara, Simpang Ampat, 14120, Seberang Perai Selatan, Pulau Pinang",04-5079855,Seberang Perai Selatan
Pulau Pinang,60,KK Bayan Baru,"KK Bayan Baru, Jalan Tengah, Bayan Lepas, 11950, Barat Daya, Pulau Pinang",04-6425102,Barat Daya
Pulau Pinang,61,KK Bayan Lepas,"KK Bayan Lepas, Lot 1157, Mukim 12, Jalan Dato Ismail Hashim, Bayan Lepas, 11900, Barat Daya, Pulau Pinang",04-6435434,Barat Daya
Pulau Pinang,62,KK Berapit,"KK Berapit, Lot 89, Berapit, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5395400,Seberang Perai Tengah
Pulau Pinang,63,KK Bukit Bendera,"KK Bukit Bendera, Stesen Atas, Bukit Bendera, 11300, Timur Laut, Pulau Pinang",04-8299406,Timur Laut
Pulau Pinang,64,KK Bukit Jambul,"KK Bukit Jambul, Blok D275 & D2759, Tingkat Bawah, Taman Bukit Jambul,
Bukit Jambul, 11900, Timur Laut, Pulau Pinang",04-6448521,Timur Laut
Pulau Pinang,65,KK Bukit Minyak,"KK Bukit Minyak, Lot 106, Mukim 14, Jalan Bukit Minyak, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5024271/  04-5024172/ 04-5024284,Seberang Perai Tengah
Pulau Pinang,66,KK Bukit Panchor,"KK Bukit Panchor, Lot 1866, Mukim 7 Jalan Bukit Panchor, Nibong Tebal, 14300, Seberang Perai Selatan, Pulau Pinang",04-5935953,Seberang Perai Selatan
Pulau Pinang,67,KK Bukit Tengah,"KK Bukit Tengah, Lot 765, Mukim 11, Permatang Batu, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5372342,Seberang Perai Tengah
Pulau Pinang,68,KK Butterworth,"KK Butterworth, Lot 1696, Seksyen 4, Jalan Pantai, Butterworth, 12000, Seberang Perai Utara, Pulau Pinang",04-3233333,Seberang Perai Utara
Pulau Pinang,69,KK Glugor,"KK Glugor, Lot 392, Jalan Akuarium, Gelugor, 11700, Timur Laut, Pulau Pinang",04-6580861,Timur Laut
Pulau Pinang,70,KK Jalan Angsana,"KK Jalan Angsana, No 8, Jalan Angsana, Bandar Baru Air Itam, Air Itam, 11500, Timur Laut, Pulau Pinang",04-8266267,Timur Laut
Pulau Pinang,71,KK Jalan Macalister,"KK Jalan Macalister, Lot 1762, No 56, Jalan Macalister, Georgetown, 10400, Timur Laut, Pulau Pinang",04-2289610,Timur Laut
Pulau Pinang,72,KK Jalan Perak,"KK Jalan Perak, Jalan Perak, Jelutong, 11600, Timur Laut, Pulau Pinang",04-2812033,Timur Laut
Pulau Pinang,73,KK Kepala Batas,"KK Kepala Batas, Lot 1466, Mukim 16, Jalan Tun Hamdan Sheikh Tahir, Kepala Batas, 13200, Seberang Perai Utara, Pulau Pinang",04-5753355/ 04-5741768,Seberang Perai Utara
Pulau Pinang,74,KK Kuala Muda,"KK Kuala Muda, Lot 1794, Mukim 1, JKR 1041, Kuala Muda, Penaga, 13110, Seberang Perai Utara, Pulau Pinang",04-5793405,Seberang Perai Utara
Pulau Pinang,75,KK Kubang Semang,"KK Kubang Semang, Lot 807, Mukim 5, Jalan Kubang Semang, Bukit Mertajam, 14400, Seberang Perai Tengah, Pulau Pinang",04-5390654,Seberang Perai Tengah
Pulau Pinang,76,KK Lebuh Muntri,"KK Lebuh Muntri, 36, Lebuh Muntri, Georgetown, 10200, Timur Laut, Pulau Pinang",04-2620024,Timur Laut
Pulau Pinang,77,KK Machang Bubuk,"KK Machang Bubuk, No FR 30, Lot 858, Mukim 16, Perkampungan Machang Bubuk, 
Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5511930,Seberang Perai Tengah
Pulau Pinang,78,KK Mak Mandin,"KK Mak Mandin, Lot 2882, Seksyen 3, Jalan Mak Mandin, Butterworth, 13400, Seberang Perai Utara, Pulau Pinang",04-3244685,Seberang Perai Utara
Pulau Pinang,79,KK Nibong Tebal,"KK Nibong Tebal, Lot 320, Mukim 17, Nibong Tebal, 14300, Seberang Perai Selatan, Pulau Pinang",04-5931355,Seberang Perai Selatan
Pulau Pinang,80,KK Penaga,"KK Penaga, Lot 3001, Mukim 5, Penaga, 13100, Seberang Perai Utara, Pulau Pinang",04-5791718 / 04-5751032,Seberang Perai Utara
Pulau Pinang,81,KK Perai,"KK Perai, Lot 239C, Jalan Baru, Perai, 13600, Seberang Perai Tengah, Pulau Pinang",04-3901477/ 04-3970146,Seberang Perai Tengah
Pulau Pinang,82,KK Permatang Pauh,"KK Permatang Pauh, PWD 662, Jalan Sama Gagah, Permatang Pauh, 13500, Seberang Perai Tengah, Pulau Pinang",04-3981380,Seberang Perai Tengah
Pulau Pinang,83,KK Seberang Jaya,"KK Seberang Jaya, Lot 340, Jalan Perpustakaan,  Perai, 13700, Seberang Perai Tengah, Pulau Pinang",04-3900264/ 04-3901842/           04-3906892/ 04-3906879,Seberang Perai Tengah
Pulau Pinang,84,KK Sungai Acheh,"KK Sungai Acheh, Lot 1376, Mukim 10 Sungai Acheh, Nibong Tebal, 14310, Seberang Perai Selatan, Pulau Pinang",04-5981733,Seberang Perai Selatan
Pulau Pinang,85,KK Sungai Bakap,"KK Sungai Bakap, Sungai Bakap , 14200, Seberang Perai Selatan, Pulau Pinang",04-5824205,Seberang Perai Selatan
Pulau Pinang,86,KK Sungai Dua (SPU),"KK Sungai Dua (SPU), Lot 2349, Mukim 11, Jalan Pengkalan Machang, Sungai Dua, 13800, Seberang Perai Utara, Pulau Pinang",04-3564355 / 04-3566840,Seberang Perai Utara
Pulau Pinang,87,KK Sungai Dua (TL),"KK Sungai Dua (TL), Lot 2254, Jalan Sungai Dua, Gelugor, 11700, Timur Laut, Pulau Pinang",04-6422201,Timur Laut
Pulau Pinang,88,KK Tanjung Bungah,"KK Tanjung Bungah, Lot 1835, Jalan Lembah Permai, Tanjung Bungah, 11200, Timur Laut, Pulau Pinang",04-8990953,Timur Laut
Pulau Pinang,89,KK Tasek Gelugor,"KK Tasek Gelugor, Lot 1944, Mukim 12, Jalan Hashim Awang, Tasek Gelugor, 13300, Seberang Perai Utara, Pulau Pinang",04-5735025/ 04-5735031/ 04-5737255,Seberang Perai Utara
Pulau Pinang,90,KK Teluk Bahang,"KK Teluk Bahang, Teluk Bahang, 11050, Barat Daya, Pulau Pinang",04-8851951,Barat Daya
Pulau Pinang,91,KK UTC Pulau Pinang,"KK UTC Pulau Pinang, 2B-2.06, UTC Komtar, 10590, Timur Laut, Pulau Pinang",-,Timur Laut
Pulau Pinang,92,KK Valdor,"KK Valdor, Lot 828, Mukim 15, Jalan 6, Kg. Valdor, Sungai Bakap, 14200, Seberang Perai Selatan, Pulau Pinang",04-5826535,Seberang Perai Selatan
Pulau Pinang,93,KKIA Ayer Puteh,"KKIA Ayer Puteh, Lot 312, Mukim E, JKR 2761 (P), Air Putih , 11000, Barat Daya, Pulau Pinang",04-8668350,Barat Daya
Pulau Pinang,94,KKIA Bukit Mertajam,"KKIA Bukit Mertajam, D49, Jalan Kulim, Bukit Mertajam, 14000, Seberang Perai Tengah, Pulau Pinang",04-5382389,Seberang Perai Tengah
Pulau Pinang,95,KKIA Rifle Range,"KKIA Rifle Range, Unit A-G-18, Flat Padang Tembak,  Blok A, Rumah Pangsa Rifle Range, Ayer Itam, 11500, Timur Laut, Pulau Pinang",04-8296355,Timur Laut
